"unit cell of 100 silicon, 6x6x46, Ge atom in top 23 unit cells at x,y,z coordinate (17.6475,20.3625,n*5.43+1.3575)"					
32.58	32.58	249.78			
14	0	0	0	1	0.076
14	2.715	2.715	0	1	0.076
14	1.3575	4.0725	1.3575	1	0.076
14	4.0725	1.3575	1.3575	1	0.076
14	2.715	0	2.715	1	0.076
14	0	2.715	2.715	1	0.076
14	1.3575	1.3575	4.0725	1	0.076
14	4.0725	4.0725	4.0725	1	0.076
14	5.43	0	0	1	0.076
14	8.145	2.715	0	1	0.076
14	6.7875	4.0725	1.3575	1	0.076
14	9.5025	1.3575	1.3575	1	0.076
14	8.145	0	2.715	1	0.076
14	5.43	2.715	2.715	1	0.076
14	6.7875	1.3575	4.0725	1	0.076
14	9.5025	4.0725	4.0725	1	0.076
14	10.86	0	0	1	0.076
14	13.575	2.715	0	1	0.076
14	12.2175	4.0725	1.3575	1	0.076
14	14.9325	1.3575	1.3575	1	0.076
14	13.575	0	2.715	1	0.076
14	10.86	2.715	2.715	1	0.076
14	12.2175	1.3575	4.0725	1	0.076
14	14.9325	4.0725	4.0725	1	0.076
14	16.29	0	0	1	0.076
14	19.005	2.715	0	1	0.076
14	17.6475	4.0725	1.3575	1	0.076
14	20.3625	1.3575	1.3575	1	0.076
14	19.005	0	2.715	1	0.076
14	16.29	2.715	2.715	1	0.076
14	17.6475	1.3575	4.0725	1	0.076
14	20.3625	4.0725	4.0725	1	0.076
14	21.72	0	0	1	0.076
14	24.435	2.715	0	1	0.076
14	23.0775	4.0725	1.3575	1	0.076
14	25.7925	1.3575	1.3575	1	0.076
14	24.435	0	2.715	1	0.076
14	21.72	2.715	2.715	1	0.076
14	23.0775	1.3575	4.0725	1	0.076
14	25.7925	4.0725	4.0725	1	0.076
14	27.15	0	0	1	0.076
14	29.865	2.715	0	1	0.076
14	28.5075	4.0725	1.3575	1	0.076
14	31.2225	1.3575	1.3575	1	0.076
14	29.865	0	2.715	1	0.076
14	27.15	2.715	2.715	1	0.076
14	28.5075	1.3575	4.0725	1	0.076
14	31.2225	4.0725	4.0725	1	0.076
14	0	5.43	0	1	0.076
14	2.715	8.145	0	1	0.076
14	1.3575	9.5025	1.3575	1	0.076
14	4.0725	6.7875	1.3575	1	0.076
14	2.715	5.43	2.715	1	0.076
14	0	8.145	2.715	1	0.076
14	1.3575	6.7875	4.0725	1	0.076
14	4.0725	9.5025	4.0725	1	0.076
14	5.43	5.43	0	1	0.076
14	8.145	8.145	0	1	0.076
14	6.7875	9.5025	1.3575	1	0.076
14	9.5025	6.7875	1.3575	1	0.076
14	8.145	5.43	2.715	1	0.076
14	5.43	8.145	2.715	1	0.076
14	6.7875	6.7875	4.0725	1	0.076
14	9.5025	9.5025	4.0725	1	0.076
14	10.86	5.43	0	1	0.076
14	13.575	8.145	0	1	0.076
14	12.2175	9.5025	1.3575	1	0.076
14	14.9325	6.7875	1.3575	1	0.076
14	13.575	5.43	2.715	1	0.076
14	10.86	8.145	2.715	1	0.076
14	12.2175	6.7875	4.0725	1	0.076
14	14.9325	9.5025	4.0725	1	0.076
14	16.29	5.43	0	1	0.076
14	19.005	8.145	0	1	0.076
14	17.6475	9.5025	1.3575	1	0.076
14	20.3625	6.7875	1.3575	1	0.076
14	19.005	5.43	2.715	1	0.076
14	16.29	8.145	2.715	1	0.076
14	17.6475	6.7875	4.0725	1	0.076
14	20.3625	9.5025	4.0725	1	0.076
14	21.72	5.43	0	1	0.076
14	24.435	8.145	0	1	0.076
14	23.0775	9.5025	1.3575	1	0.076
14	25.7925	6.7875	1.3575	1	0.076
14	24.435	5.43	2.715	1	0.076
14	21.72	8.145	2.715	1	0.076
14	23.0775	6.7875	4.0725	1	0.076
14	25.7925	9.5025	4.0725	1	0.076
14	27.15	5.43	0	1	0.076
14	29.865	8.145	0	1	0.076
14	28.5075	9.5025	1.3575	1	0.076
14	31.2225	6.7875	1.3575	1	0.076
14	29.865	5.43	2.715	1	0.076
14	27.15	8.145	2.715	1	0.076
14	28.5075	6.7875	4.0725	1	0.076
14	31.2225	9.5025	4.0725	1	0.076
14	0	10.86	0	1	0.076
14	2.715	13.575	0	1	0.076
14	1.3575	14.9325	1.3575	1	0.076
14	4.0725	12.2175	1.3575	1	0.076
14	2.715	10.86	2.715	1	0.076
14	0	13.575	2.715	1	0.076
14	1.3575	12.2175	4.0725	1	0.076
14	4.0725	14.9325	4.0725	1	0.076
14	5.43	10.86	0	1	0.076
14	8.145	13.575	0	1	0.076
14	6.7875	14.9325	1.3575	1	0.076
14	9.5025	12.2175	1.3575	1	0.076
14	8.145	10.86	2.715	1	0.076
14	5.43	13.575	2.715	1	0.076
14	6.7875	12.2175	4.0725	1	0.076
14	9.5025	14.9325	4.0725	1	0.076
14	10.86	10.86	0	1	0.076
14	13.575	13.575	0	1	0.076
14	12.2175	14.9325	1.3575	1	0.076
14	14.9325	12.2175	1.3575	1	0.076
14	13.575	10.86	2.715	1	0.076
14	10.86	13.575	2.715	1	0.076
14	12.2175	12.2175	4.0725	1	0.076
14	14.9325	14.9325	4.0725	1	0.076
14	16.29	10.86	0	1	0.076
14	19.005	13.575	0	1	0.076
14	17.6475	14.9325	1.3575	1	0.076
14	20.3625	12.2175	1.3575	1	0.076
14	19.005	10.86	2.715	1	0.076
14	16.29	13.575	2.715	1	0.076
14	17.6475	12.2175	4.0725	1	0.076
14	20.3625	14.9325	4.0725	1	0.076
14	21.72	10.86	0	1	0.076
